Date,Sales
9/17/2010,26266.39
5/2/2010,6453.58
1/10/2010,5617.26
5/2/2010,35034.06
2/26/2010,4992.0
4/6/2010,23869.17
8/27/2010,3917.19
5/28/2010,15580.43
9/24/2010,26127.76
10/29/2010,11645.78
8/27/2010,21264.66
1/10/2010,20094.19
3/19/2010,22136.64
5/28/2010,22899.73
8/10/2010,6848.21
2/19/2010,58221.52
2/7/2010,16333.14
4/23/2010,22163.12
4/30/2010,4159.25
11/6/2010,24549.01
8/10/2010,31524.86
5/11/2010,14326.87
8/10/2010,23388.03
3/19/2010,28446.92
7/5/2010,17413.94
8/20/2010,15740.13
7/30/2010,22749.21
3/26/2010,6620.12
4/30/2010,16555.11
4/6/2010,17558.09
10/22/2010,40755.17
9/24/2010,18122.52
10/22/2010,7665.09
7/16/2010,23727.77
4/23/2010,4417.17
2/19/2010,8918.31
6/25/2010,4377.74
12/3/2010,28660.87
2/7/2010,23803.34
5/3/2010,27372.05
10/9/2010,18194.74
12/3/2010,5540.28
9/7/2010,17688.76
5/14/2010,4771.24
6/25/2010,16328.72
7/5/2010,4756.69
11/6/2010,16637.62
6/8/2010,3552.7
3/19/2010,5118.12
2/26/2010,19403.54
6/8/2010,22795.72
9/4/2010,66560.0
8/27/2010,15793.87
10/15/2010,7157.09
9/4/2010,42960.91
2/7/2010,4238.56
4/16/2010,4061.89
7/30/2010,15381.82
6/8/2010,17508.41
10/15/2010,34924.59
7/16/2010,17150.84
9/17/2010,5833.23
9/17/2010,19354.23
5/11/2010,34238.88
8/20/2010,4136.05
10/15/2010,26978.34
6/18/2010,16216.27
12/2/2010,60483.7
5/14/2010,25876.55
7/23/2010,15360.45
4/23/2010,16145.35
5/3/2010,5172.73
6/18/2010,23918.56
3/9/2010,16241.78
8/13/2010,21933.3
10/29/2010,56903.47
10/29/2010,38640.93
9/4/2010,8316.05
2/26/2010,25962.32
9/24/2010,5855.34
2/4/2010,82766.07
10/9/2010,5184.6
4/6/2010,5020.1
3/9/2010,23901.32
5/3/2010,21827.9
1/10/2010,27023.35
5/21/2010,14773.04
8/13/2010,3930.41
3/26/2010,32213.99
8/20/2010,22126.52
2/19/2010,41595.55
8/13/2010,15536.4
6/25/2010,23757.36
3/26/2010,26229.21
7/16/2010,3440.69
4/16/2010,21308.59
5/2/2010,24924.5
4/30/2010,24066.2
5/14/2010,18926.74
12/2/2010,12748.72
7/5/2010,26191.58
12/3/2010,21043.39
10/9/2010,25710.17
2/4/2010,57258.43
5/28/2010,4204.65
11/6/2010,4726.45
4/16/2010,17596.96
5/11/2010,46198.84
9/7/2010,23707.54
6/18/2010,4444.66
2/4/2010,16399.01
5/21/2010,22689.01
12/2/2010,46039.49
3/9/2010,4923.61
10/22/2010,25543.04
5/21/2010,4444.92
7/23/2010,3874.45
7/23/2010,21139.52
7/30/2010,4205.62
9/7/2010,4544.62
